game.awayTeamAbbreviation,game.homeTeamAbbreviation,game.id,game.startTime,stats.defense.blk,stats.defense.blkAgainst,stats.defense.ptsAgainst,stats.defense.stl,stats.defense.tov,stats.fieldGoals.fg2PtAtt,stats.fieldGoals.fg2PtMade,stats.fieldGoals.fg2PtPct,stats.fieldGoals.fg3PtAtt,stats.fieldGoals.fg3PtMade,stats.fieldGoals.fg3PtPct,stats.fieldGoals.fgAtt,stats.fieldGoals.fgMade,stats.fieldGoals.fgPct,stats.freeThrows.ftAtt,stats.freeThrows.ftMade,stats.freeThrows.ftPct,stats.miscellaneous.ejections,stats.miscellaneous.foulFlag1,stats.miscellaneous.foulFlag1Drawn,stats.miscellaneous.foulFlag2,stats.miscellaneous.foulFlag2Drawn,stats.miscellaneous.foulPers,stats.miscellaneous.foulPersDrawn,stats.miscellaneous.foulTech,stats.miscellaneous.foulTechDrawn,stats.miscellaneous.fouls,stats.miscellaneous.foulsDrawn,stats.miscellaneous.plusMinus,stats.offense.ast,stats.offense.pts,stats.rebounds.defReb,stats.rebounds.offReb,stats.rebounds.reb,stats.standings.gamesBack,stats.standings.losses,stats.standings.winPct,stats.standings.wins,team.abbreviation,team.id
NYK,IND,42905,2018-02-11T22:00:00.000Z,3,5,121,8,11,58,32,55.2,35,9,25.7,93,41,44.1,25,22,88.0,0,0,0,0,0,18,16,18,0,19,16,-8,27,113,34,17,51,0,1,0,0,NYK,83
NYK,PHI,42910,2018-02-13T00:00:00.000Z,3,5,108,5,19,54,25,46.3,24,6,25.0,78,31,39.7,28,24,85.7,0,0,0,0,0,22,22,22,0,22,22,-16,16,92,29,18,47,0,1,0,0,NYK,83
WAS,NYK,42926,2018-02-15T00:30:00.000Z,1,9,118,7,10,78,36,46.2,19,9,47.4,97,45,46.4,18,14,77.8,0,0,0,0,0,17,16,17,0,17,16,-5,21,113,32,15,47,0,1,0,0,NYK,83
NYK,ORL,42936,2018-02-23T00:00:00.000Z,12,5,113,7,8,74,41,55.4,25,7,28.0,99,48,48.5,21,17,81.0,0,0,0,0,0,15,15,15,0,15,15,7,28,120,35,21,56,0,0,1,1,NYK,83
BOS,NYK,42955,2018-02-25T00:30:00.000Z,3,5,121,10,14,69,39,56.5,27,6,22.2,96,45,46.9,20,16,80.0,0,0,0,0,0,22,15,22,0,23,15,-9,20,112,38,17,55,0,1,0,0,NYK,83
GSW,NYK,42970,2018-02-27T00:30:00.000Z,3,5,125,7,14,71,37,52.1,25,10,40.0,96,47,49.0,9,7,77.8,0,0,0,0,0,18,13,18,0,18,13,-14,28,111,32,15,47,0,1,0,0,NYK,83
NYK,LAC,43003,2018-03-03T03:30:00.000Z,4,6,128,4,17,64,30,46.9,25,11,44.0,89,41,46.1,16,12,75.0,0,0,0,0,0,22,17,22,0,22,17,-23,24,105,25,13,38,0,1,0,0,NYK,83
NYK,SAC,43017,2018-03-05T02:00:00.000Z,7,5,102,8,13,67,34,50.8,21,6,28.6,88,40,45.4,18,13,72.2,0,0,0,0,0,19,18,19,0,19,18,-3,21,99,37,21,59,0,1,0,0,NYK,83
NYK,POR,43031,2018-03-07T03:00:00.000Z,7,4,111,7,14,64,28,43.8,19,7,36.8,83,35,42.2,15,10,66.7,0,0,0,0,0,19,15,19,0,19,15,-24,21,87,31,13,44,0,1,0,0,NYK,83
NYK,MIL,43051,2018-03-10T01:00:00.000Z,5,6,120,6,11,70,40,57.1,28,7,25.0,98,47,48.0,14,11,78.6,0,0,0,0,0,26,16,26,0,27,16,-8,24,112,29,15,44,0,1,0,0,NYK,83
TOR,NYK,43291,2018-03-11T17:00:00.000Z,4,3,132,7,10,67,33,49.2,21,7,33.3,88,40,45.4,24,19,79.2,0,0,0,0,0,19,19,19,0,20,19,-26,21,106,31,13,44,0,1,0,0,NYK,83
DAL,NYK,43067,2018-03-13T23:30:00.000Z,1,1,110,9,19,57,32,56.1,25,8,32.0,82,40,48.8,12,9,75.0,0,0,0,0,0,18,15,18,0,19,15,-13,19,97,36,14,50,0,1,0,0,NYK,83
PHI,NYK,43082,2018-03-15T23:30:00.000Z,4,3,118,8,12,67,40,59.7,20,5,25.0,87,45,51.7,24,15,62.5,0,0,0,0,0,25,21,25,0,25,21,-8,26,110,36,16,52,0,1,0,0,NYK,83
CHA,NYK,43098,2018-03-17T23:30:00.000Z,5,5,101,7,8,74,37,50.0,26,12,46.2,100,49,49.0,18,14,77.8,0,0,0,0,0,22,13,22,0,22,13,23,24,124,46,16,62,0,0,1,1,NYK,83
CHI,NYK,43114,2018-03-19T23:30:00.000Z,7,7,92,5,16,60,32,53.3,33,11,33.3,93,43,46.2,17,13,76.5,0,0,0,0,0,24,15,24,0,25,15,18,28,110,44,21,65,0,0,1,1,NYK,83
NYK,MIA,43127,2018-03-21T23:30:00.000Z,1,2,119,6,14,58,29,50.0,31,10,32.3,89,39,43.8,12,10,83.3,0,0,0,0,0,17,16,17,0,17,16,-21,21,98,29,21,51,0,1,0,0,NYK,83
MIN,NYK,43140,2018-03-23T23:30:00.000Z,0,6,108,9,10,64,28,43.8,28,12,42.9,92,40,43.5,17,12,70.6,0,0,0,0,0,27,15,27,0,27,15,-4,25,104,33,17,50,0,1,0,0,NYK,83
NYK,WAS,43159,2018-03-25T22:00:00.000Z,6,7,97,10,14,66,35,53.0,22,6,27.3,88,41,46.6,15,13,86.7,0,0,0,0,0,19,16,19,0,19,16,4,26,101,37,15,52,0,0,1,1,NYK,83
NYK,CHA,43165,2018-03-26T23:00:00.000Z,1,4,137,6,10,75,45,60.0,30,9,30.0,105,54,51.4,11,11,100.0,0,0,0,0,0,27,12,27,0,27,12,-9,25,128,31,16,47,0,1,0,0,NYK,83
NYK,PHI,43177,2018-03-28T23:00:00.000Z,5,3,118,4,16,63,27,42.9,31,9,29.0,94,36,38.3,26,20,76.9,0,0,0,0,0,22,19,22,0,22,19,-17,20,101,42,16,58,0,1,0,0,NYK,83
DET,NYK,43199,2018-03-31T21:00:00.000Z,1,5,115,4,14,62,30,48.4,29,13,44.8,91,43,47.2,12,10,83.3,0,0,0,0,0,18,15,18,0,18,15,-6,31,109,33,16,49,0,1,0,0,NYK,83
ORL,NYK,43218,2018-04-03T23:30:00.000Z,9,5,97,5,11,59,26,44.1,27,4,14.8,86,30,34.9,12,9,75.0,0,0,0,0,0,17,12,17,0,17,12,-24,17,73,37,15,52,0,1,0,0,NYK,83
MIA,NYK,43247,2018-04-06T23:30:00.000Z,5,5,98,7,12,52,27,51.9,37,18,48.6,89,45,50.6,21,14,66.7,0,0,0,0,0,23,19,23,0,23,19,24,33,122,42,15,57,0,0,1,1,NYK,83
MIL,NYK,43252,2018-04-07T23:30:00.000Z,7,9,115,3,8,72,32,44.4,21,9,42.9,93,41,44.1,11,11,100.0,0,0,0,0,0,17,13,17,0,18,13,-13,30,102,34,14,48,0,1,0,0,NYK,83
CLE,NYK,43266,2018-04-09T23:30:00.000Z,7,2,123,4,14,57,35,61.4,30,11,36.7,87,46,52.9,12,6,50.0,0,0,0,0,0,20,15,20,0,21,15,-14,26,109,31,12,43,0,1,0,0,NYK,83
NYK,CLE,43287,2018-04-12T00:00:00.000Z,3,3,98,10,15,58,31,53.4,27,12,44.4,85,43,50.6,13,12,92.3,0,0,0,0,0,22,15,22,0,24,15,12,30,110,36,12,48,0,0,1,1,NYK,83
ATL,NYK,47576,2018-10-17T23:30:00.000Z,6,3,107,12,15,66,33,50.0,33,12,36.4,99,45,45.4,31,24,77.4,0,0,0,0,0,23,30,23,0,23,30,19,21,126,39,21,60,0,0,1,1,NYK,83
