game.awayTeamAbbreviation,game.homeTeamAbbreviation,game.id,game.startTime,stats.defense.blk,stats.defense.blkAgainst,stats.defense.ptsAgainst,stats.defense.stl,stats.defense.tov,stats.fieldGoals.fg2PtAtt,stats.fieldGoals.fg2PtMade,stats.fieldGoals.fg2PtPct,stats.fieldGoals.fg3PtAtt,stats.fieldGoals.fg3PtMade,stats.fieldGoals.fg3PtPct,stats.fieldGoals.fgAtt,stats.fieldGoals.fgMade,stats.fieldGoals.fgPct,stats.freeThrows.ftAtt,stats.freeThrows.ftMade,stats.freeThrows.ftPct,stats.miscellaneous.ejections,stats.miscellaneous.foulFlag1,stats.miscellaneous.foulFlag1Drawn,stats.miscellaneous.foulFlag2,stats.miscellaneous.foulFlag2Drawn,stats.miscellaneous.foulPers,stats.miscellaneous.foulPersDrawn,stats.miscellaneous.foulTech,stats.miscellaneous.foulTechDrawn,stats.miscellaneous.fouls,stats.miscellaneous.foulsDrawn,stats.miscellaneous.plusMinus,stats.offense.ast,stats.offense.pts,stats.rebounds.defReb,stats.rebounds.offReb,stats.rebounds.reb,stats.standings.gamesBack,stats.standings.losses,stats.standings.winPct,stats.standings.wins,team.abbreviation,team.id
MIL,SAS,42244,2017-11-11T02:00:00.000Z,7,6,87,10,13,71,36,50.7,18,5,27.8,89,41,46.1,14,7,50.0,0,0,0,0,0,13,15,13,0,13,15,7,27,94,38,20,58,0,0,1,1,MIL,90
LAL,MIL,42250,2017-11-12T01:30:00.000Z,4,10,90,11,11,63,29,46.0,23,6,26.1,86,35,40.7,26,22,84.6,0,0,0,0,0,27,22,27,0,27,22,8,16,98,35,12,47,0,0,1,1,MIL,90
MEM,MIL,42264,2017-11-14T01:00:00.000Z,5,1,103,6,9,60,28,46.7,22,12,54.6,82,40,48.8,25,18,72.0,0,0,0,0,0,19,25,19,0,19,25,7,23,110,29,19,48,0,0,1,1,MIL,90
DET,MIL,42281,2017-11-16T01:00:00.000Z,16,3,95,10,15,56,30,53.6,22,8,36.4,78,38,48.7,21,15,71.4,0,0,0,0,0,19,20,19,0,19,20,4,24,99,34,18,52,0,0,1,1,MIL,90
MIL,DAL,42302,2017-11-19T02:00:00.000Z,5,2,111,8,13,49,22,44.9,25,6,24.0,74,28,37.8,31,17,54.8,0,0,0,0,0,25,26,25,0,25,26,-32,13,79,31,14,45,0,1,0,0,MIL,90
WAS,MIL,42317,2017-11-21T01:00:00.000Z,7,1,99,10,9,57,31,54.4,22,4,18.2,79,35,44.3,19,14,73.7,0,0,0,0,0,19,18,19,0,20,18,-11,17,88,27,9,36,0,1,0,0,MIL,90
MIL,PHX,42333,2017-11-23T02:00:00.000Z,6,9,107,16,14,68,34,50.0,29,8,27.6,97,42,43.3,31,21,67.7,0,0,0,0,0,30,26,30,1,30,26,6,19,113,32,21,53,0,0,1,1,MIL,90
MIL,UTA,42354,2017-11-26T02:00:00.000Z,6,2,121,5,16,56,33,58.9,21,8,38.1,77,41,53.2,23,18,78.3,0,0,0,0,0,21,19,21,0,21,19,-13,19,108,33,15,48,0,1,0,0,MIL,90
MIL,SAC,42370,2017-11-29T03:00:00.000Z,5,2,87,13,12,49,33,67.4,22,9,40.9,71,42,59.2,31,19,61.3,0,0,0,0,0,23,21,23,0,24,21,25,27,112,37,9,46,0,0,1,1,MIL,90
MIL,POR,42385,2017-12-01T03:00:00.000Z,5,3,91,11,10,67,36,53.7,20,6,30.0,87,42,48.3,15,13,86.7,0,0,0,0,0,20,14,20,0,20,14,12,19,103,35,7,42,0,0,1,1,MIL,90
SAC,MIL,42400,2017-12-03T01:30:00.000Z,6,1,104,9,15,50,28,56.0,19,6,31.6,69,34,49.3,42,35,83.3,0,0,0,0,0,18,28,18,0,19,28,5,20,109,29,14,43,0,0,1,1,MIL,90
MIL,BOS,42411,2017-12-05T00:30:00.000Z,2,3,111,6,9,57,26,45.6,21,9,42.9,78,35,44.9,24,21,87.5,0,0,0,0,0,17,20,17,0,18,20,-11,17,100,26,7,33,0,1,0,0,MIL,90
DET,MIL,42428,2017-12-07T01:00:00.000Z,5,0,100,6,11,57,31,54.4,22,8,36.4,79,39,49.4,26,18,69.2,0,0,0,0,0,21,20,21,0,22,20,4,22,104,34,15,50,0,0,1,1,MIL,90
DAL,MIL,42440,2017-12-09T01:00:00.000Z,6,2,102,10,10,55,28,50.9,24,8,33.3,79,36,45.6,34,29,85.3,0,0,0,0,0,24,22,24,0,25,22,7,20,109,34,12,46,0,0,1,1,MIL,90
UTA,MIL,42450,2017-12-10T01:30:00.000Z,6,3,100,8,11,64,37,57.8,17,7,41.2,81,44,54.3,26,22,84.6,0,0,0,0,0,29,23,29,0,29,23,17,22,117,35,11,46,0,0,1,1,MIL,90
MIL,NOP,42479,2017-12-14T01:00:00.000Z,5,8,115,14,9,68,36,52.9,27,8,29.6,95,44,46.3,19,12,63.2,0,0,0,0,0,13,16,13,0,13,16,-7,23,108,24,23,47,0,1,0,0,MIL,90
CHI,MIL,42495,2017-12-16T01:00:00.000Z,5,0,115,6,11,50,31,62.0,33,9,27.3,83,40,48.2,29,20,69.0,0,0,0,0,0,24,26,24,0,25,26,-6,24,109,35,16,51,0,1,0,0,MIL,90
MIL,HOU,42503,2017-12-17T01:00:00.000Z,7,4,115,12,14,55,30,54.6,27,8,29.6,82,38,46.3,33,27,81.8,0,0,0,0,0,34,23,34,0,34,23,-4,17,111,38,13,51,0,1,0,0,MIL,90
CLE,MIL,42522,2017-12-20T01:00:00.000Z,3,3,116,12,14,53,32,60.4,29,11,37.9,82,43,52.4,27,22,81.5,0,0,0,0,0,18,20,18,0,18,20,3,27,119,32,11,44,0,0,1,1,MIL,90
CHA,MIL,42544,2017-12-23T01:00:00.000Z,5,7,104,7,7,58,33,56.9,29,8,27.6,87,41,47.1,23,19,82.6,0,0,0,0,0,16,18,16,0,16,18,5,27,109,38,15,53,0,0,1,1,MIL,90
